Player Name,Rounds,Fairway Percentage,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money,No Seasons,cluster
Seung-Yul Noh,509.0,53.82333333333333,297.03333333333336,65.77666666666667,29.15833333333333,57.16833333333333,71.00383333333333,3335,1.0,11.0,0.0073333333333333445,0.10216666666666667,-0.3013333333333334,0.11516666666666665,0.28099999999999997,6590774,6,2
Shane Bertsch,62.0,67.05,280.1,64.38,28.8,59.33,70.869,207,0.0,1.0,0.146,0.367,-0.245,0.1989999999999999,0.267,488584,1,4
Shane Lowry,173.0,62.63666666666666,298.1666666666667,66.89666666666666,29.709999999999997,54.29999999999999,70.687,1272,0.0,3.0,0.08433333333333333,0.6256666666666667,0.4673333333333334,0.11300000000000003,-0.0633333333333333,3113744,3,3
Shaun Micheel,147.0,59.19,284.65,63.81,29.03,59.955,71.08699999999999,755,0.0,3.0,0.1865,-0.043999999999999984,-0.388,-0.0685,0.22499999999999998,1231950,2,2
Shawn Stefani,456.0,59.44166666666666,296.15000000000003,66.685,29.243333333333336,58.82333333333333,70.93433333333333,2875,0.0,10.0,-0.026833333333333348,0.10000000000000002,0.09233333333333332,0.03566666666666666,-0.0016666666666666867,5264144,6,3
Si Woo Kim,301.0,59.81333333333333,290.90000000000003,62.48333333333333,28.91,58.22666666666667,71.39333333333333,3114,2.0,11.0,-0.223,-0.27166666666666667,0.028666666666666712,-0.25933333333333336,0.26799999999999996,8043660,3,2
Skip Kendall,58.0,69.63,279.5,62.56,29.02,57.57,71.64,159,0.0,1.0,0.3329999999999999,-0.8320000000000001,-0.486,-0.6509999999999999,-0.031,304439,1,2
Smylie Kaufman,167.0,53.849999999999994,301.9,65.775,29.21,55.025,71.2235,1497,1.0,5.0,-0.0014999999999999458,0.07250000000000001,0.08649999999999995,0.0030000000000000027,-0.01600000000000005,3292932,2,3
Spencer Levin,655.0,65.08142857142857,282.1,66.18714285714286,29.21,59.612857142857145,70.76828571428572,3993,0.0,12.0,0.05442857142857143,0.1794285714285714,-0.027714285714285716,0.108,0.04499999999999998,7567416,7,4
Stephan Jaeger,81.0,58.76,299.2,67.11,29.61,56.76,71.35600000000001,211,0.0,0.0,-0.144,-0.09,0.045,-0.166,0.175,422260,1,3
Stephen Ames,247.0,63.58,282.55,64.095,29.0775,58.985,71.18125,1170,0.0,3.0,0.21125,-0.29975,-0.26475,-0.1705,-0.07374999999999998,1846789,4,2
Stephen Gangluff,57.0,49.93,291.5,59.15,29.55,53.33,72.995,3,0.0,0.0,-0.243,-1.959,-0.932,-0.488,-0.296,58702,1,1
Steve Elkington,124.0,68.795,287.29999999999995,67.57499999999999,29.295,62.245000000000005,70.958,678,0.0,4.0,0.31999999999999995,0.10850000000000001,0.182,-0.42099999999999993,0.026000000000000002,1131309,2,4
Steve Flesch,166.0,63.724999999999994,279.95,61.305,28.87,56.019999999999996,71.58,624,0.0,2.0,0.121,-0.45299999999999996,-0.42300000000000004,-0.43,0.281,1034996,2,2
Steve LeBrun,66.0,60.16,294.1,67.47,29.71,57.58,71.551,270,0.0,0.0,-0.181,-0.3979999999999999,0.248,-0.28,-0.185,337157,1,3
Steve Lowery,67.0,61.9,286.2,65.52,30.03,50.38,72.202,67,0.0,0.0,-0.386,-1.177,0.122,-0.31,-0.607,118602,1,1
Steve Marino,229.0,60.46666666666667,292.59999999999997,66.43,29.35666666666667,56.99666666666667,71.02566666666667,2000,0.0,7.0,0.13166666666666668,0.2246666666666667,0.24866666666666662,-0.05833333333333331,-0.09700000000000002,4222515,3,3
Steve Stricker,320.0,65.63199999999999,283.74,67.36,28.47,64.082,69.5552,6718,5.0,26.0,0.5382,1.5514,0.04499999999999998,0.5546,0.414,17462220,5,5
Steve Wheatcroft,413.0,64.645,286.31666666666666,63.961666666666666,29.015,59.07666666666666,71.4705,1517,0.0,7.0,0.18333333333333335,-0.3153333333333333,0.08833333333333332,-0.4676666666666667,-0.11866666666666666,2737153,6,2
Steven Alker,131.0,69.475,277.6,65.87,28.935000000000002,60.625,71.366,337,0.0,0.0,-0.22749999999999998,-0.19749999999999998,-0.209,-0.163,0.40199999999999997,455543,2,4
Steven Bowditch,479.0,50.95333333333334,297.48333333333335,60.06666666666666,28.746666666666666,56.31,72.19966666666666,3063,2.0,6.0,-0.056833333333333326,-1.0793333333333333,-0.5013333333333334,-0.6743333333333333,0.15283333333333335,6612797,6,1
Stewart Cink,707.0,57.57,293.4555555555555,67.97333333333333,29.624444444444446,55.717777777777776,70.70744444444443,4782,0.0,14.0,-0.007111111111111114,0.4262222222222222,-0.03377777777777777,0.5401111111111111,-0.07777777777777777,9425489,9,5
Stuart Appleby,492.0,61.43166666666667,284.3,62.975,28.709999999999997,60.77166666666667,70.99766666666666,2940,1.0,7.0,0.15933333333333333,0.019500000000000017,-0.244,-0.16516666666666666,0.27,5517052,6,2
Sung Joon Park,79.0,65.73,283.7,64.72,29.23,64.42,71.469,426,0.0,1.0,-0.421,-0.588,0.104,-0.326,0.055,597103,1,4
Sung Kang,420.0,59.016,292.36,63.69200000000001,29.127999999999997,56.15599999999999,71.3452,2116,0.0,8.0,0.0228,-0.5008,-0.147,-0.1728,-0.20400000000000001,5038015,5,2
Søren Kjeldsen,58.0,69.21,273.6,62.02,29.0,51.64,71.39,283,0.0,1.0,0.473,-0.182,-0.424,-0.09,-0.142,722913,1,2
Tag Ridings,223.0,56.18333333333334,301.5,65.10000000000001,29.21666666666667,56.86666666666667,71.221,818,0.0,2.0,0.10733333333333334,-0.126,0.11833333333333333,-0.23166666666666666,-0.11966666666666666,1301519,3,3
Talor Gooch,78.0,57.31,298.9,63.58,28.94,59.53,71.149,308,0.0,0.0,0.031,-0.163,-0.322,0.075,0.053,654200,1,2
"Ted Potter, Jr.",297.0,67.15,282.3,63.985,29.0475,59.16,71.109,2220,2.0,4.0,0.0445,-0.15025,0.00875,-0.08374999999999998,-0.11975,4575479,4,4
Ted Purdy,86.0,60.61,290.8,63.96,29.61,52.44,71.824,244,0.0,0.0,-0.114,-0.892,-0.124,-0.405,-0.256,307677,1,1
Thomas Aiken,70.0,72.36,290.5,70.2,30.08,56.21,71.32600000000001,268,0.0,0.0,0.006,0.156,0.4379999999999999,0.1009999999999999,-0.39,347686,1,3
Tiger Woods,137.0,61.64,300.5,67.49000000000001,28.7,63.665,69.127,3431,3.0,11.0,0.3025,1.953,0.30699999999999994,1.0535,0.2895,11576999,2,5
Tim Clark,287.0,72.4125,273.75,64.3275,28.975,60.057500000000005,70.5935,3930,2.0,14.0,0.057749999999999954,0.34075,0.005499999999999996,0.27049999999999996,0.007000000000000024,8359326,4,4
Tim Herron,297.0,55.7375,289.125,64.815,29.2375,57.86,71.01625,1219,0.0,2.0,0.02600000000000003,-0.027249999999999976,-0.10350000000000001,-0.10624999999999998,0.15624999999999997,2263486,4,2
Tim Petrovic,193.0,66.05000000000001,279.6,64.25999999999999,28.935000000000002,60.435,71.159,858,0.0,2.0,0.08549999999999999,0.065,-0.14350000000000004,-0.108,0.231,1456971,2,4
Tim Wilkinson,295.0,62.660000000000004,280.075,63.21249999999999,28.67,61.9875,71.078,1336,0.0,4.0,0.068,-0.05299999999999999,-0.30474999999999997,-0.17375000000000002,0.358,2115915,4,2
Tom Gillis,296.0,65.8725,288.525,64.2175,29.0975,58.6875,71.00475,1760,0.0,5.0,0.07824999999999999,-0.04024999999999998,0.17325,-0.422,0.13099999999999998,3563676,4,4
Tom Hoge,319.0,58.2675,289.55,64.5475,28.724999999999998,59.65,71.13175,1571,0.0,9.0,-0.051750000000000004,-0.026999999999999955,-0.1535,0.306,-0.1275,2983512,4,2
Tom Lovelady,87.0,54.73,315.9,67.08,29.56,52.08,71.252,332,0.0,2.0,-0.049,-0.19,0.379,-0.24,-0.2789999999999999,700783,1,3
Tom Pernice Jr.,136.0,64.105,276.95,65.735,29.285,57.93,71.447,470,0.0,2.0,-0.2415,-0.503,-0.5665,0.06400000000000006,0.24,852637,2,4
Tommy Biershenk,74.0,57.22,285.4,59.89,28.81,50.31,72.494,73,0.0,0.0,0.2239999999999999,-1.227,-0.551,-0.733,-0.1669999999999999,107266,1,1
Tommy Fleetwood,73.0,64.98,306.9,69.36,29.3,55.77,69.342,1130,0.0,5.0,0.324,1.606,0.58,0.405,0.296,3935147,1,5
Tommy Gainey,359.0,57.215,294.725,63.5875,29.1675,53.3675,71.439,2098,0.0,9.0,0.08324999999999998,-0.38725,0.074,-0.12775000000000003,-0.41675,4726009,4,3
Tony Finau,412.0,54.85,311.375,67.96000000000001,29.15,57.6775,70.14625,4382,1.0,21.0,-0.0037500000000000263,0.8320000000000001,0.53625,0.235,0.065,12368743,4,5
Trevor Immelman,372.0,61.04,288.24,65.884,29.746,57.588,71.1854,1794,0.0,2.0,-0.118,-0.04680000000000002,-0.2254,0.0962,0.1998,3013136,5,4
Trey Mullinax,163.0,54.099999999999994,313.55,65.81,29.064999999999998,55.165,70.92099999999999,858,0.0,4.0,0.007499999999999996,-0.128,0.4665,-0.3185,-0.18799999999999994,1942386,2,3
Troy Kelly,68.0,52.6,299.5,63.17,29.03,59.12,71.531,394,0.0,1.0,0.05,-0.6920000000000001,-0.211,-0.53,-0.001,786832,1,2
Troy Matteson,405.0,56.068000000000005,297.24,65.572,29.536,55.965999999999994,71.57339999999999,2061,0.0,8.0,-0.1756,-0.46340000000000003,0.0548,-0.1944,-0.14819999999999997,3514888,5,3
Troy Merritt,550.0,61.46857142857142,288.25714285714287,64.43142857142857,28.958571428571428,57.621428571428574,71.41242857142858,3254,2.0,10.0,0.12714285714285717,-0.29471428571428565,-0.16857142857142857,-0.13228571428571426,-0.12385714285714286,6733363,7,2
Tyler Aldridge,83.0,57.95,285.2,65.54,29.43,57.96,71.41199999999999,384,0.0,0.0,-0.129,-0.24,-0.115,-0.031,0.036,517738,1,2
Tyler Duncan,97.0,66.74,294.4,69.65,30.19,52.76,71.04,457,0.0,2.0,-0.5660000000000001,0.017,0.273,0.476,-0.166,944021,1,3
Tyrone Van Aswegen,448.0,55.322,288.21999999999997,65.47200000000001,29.195999999999998,58.862,71.2734,1818,0.0,4.0,-0.1086,-0.28419999999999995,-0.5751999999999999,0.27640000000000003,0.123,3218716,5,2
Tyrrell Hatton,58.0,61.84,298.8,66.46,29.2,62.58,70.09100000000001,550,0.0,4.0,0.335,0.938,0.148,0.2019999999999999,0.252,1943360,1,5
Vance Veazey,58.0,55.88,284.3,62.71,29.58,50.72,72.32300000000001,73,0.0,0.0,-0.109,-1.444,-1.117,-0.084,-0.128,111370,1,1
Vaughn Taylor,552.0,65.11,285.68571428571425,66.04571428571428,29.0,57.74571428571429,70.91757142857143,3319,1.0,10.0,-0.019142857142857128,0.11628571428571426,-0.10114285714285716,0.26985714285714285,-0.03314285714285716,6613009,7,4
Vijay Singh,547.0,60.61857142857143,291.45714285714286,66.39857142857143,29.624285714285715,58.128571428571426,70.69357142857143,4152,0.0,13.0,-0.4761428571428571,0.3565714285714286,0.2617142857142857,0.3994285714285714,0.17185714285714285,8552562,7,5
Webb Simpson,800.0,63.03111111111111,288.85555555555555,67.06222222222223,28.86111111111111,61.37555555555556,69.99688888888889,10874,4.0,44.0,0.11977777777777782,0.9945555555555556,0.08866666666666667,0.46411111111111114,0.3217777777777778,29336934,9,5
Wes Roach,126.0,61.019999999999996,293.85,63.715,28.915,56.84,71.453,555,0.0,1.0,0.1495,-0.43499999999999994,-0.08199999999999999,-0.1845,-0.31799999999999995,795714,2,3
Wesley Bryan,164.0,56.65,280.0,61.1,28.11,60.835,71.30699999999999,1265,1.0,5.0,0.35,-0.14350000000000002,-1.171,0.3215,0.27399999999999997,2993917,2,2
Whee Kim,320.0,59.8275,286.3,64.895,28.8625,59.0875,71.2525,2106,0.0,9.0,0.1395,-0.22274999999999998,-0.3405,-0.046,0.030500000000000003,4484368,4,2
Will Claxton,166.0,64.08,287.65,67.38,29.85,55.185,71.12899999999999,716,0.0,2.0,-0.438,-0.14600000000000002,0.4325,0.048,-0.189,987691,2,3
Will MacKenzie,238.0,63.879999999999995,289.0,66.83,29.459999999999997,57.48333333333333,71.00166666666667,1504,0.0,6.0,-0.25766666666666665,0.0406666666666666,0.14633333333333334,0.06933333333333336,0.08066666666666666,2827359,3,4
Will Strickler,51.0,57.38,304.1,62.06,29.26,54.21,72.17699999999999,84,0.0,0.0,0.294,-1.0,-0.267,-0.648,-0.38,109031,1,1
William McGirt,744.0,64.0875,284.7125,66.83624999999999,29.165,60.32875,70.768625,5075,1.0,21.0,0.200625,0.26075,0.008875000000000001,-0.0021249999999999876,0.04937500000000001,10683002,8,4
Willy Wilcox,176.0,63.24,295.59999999999997,67.61333333333333,29.263333333333332,59.876666666666665,70.55933333333333,1410,0.0,8.0,0.030333333333333334,0.482,0.39633333333333337,0.16866666666666666,-0.11366666666666671,2431302,3,5
Woody Austin,215.0,64.71333333333332,282.40000000000003,65.21,29.236666666666668,59.09666666666667,71.269,840,0.0,4.0,-0.054333333333333296,-0.10399999999999998,-0.159,0.15566666666666668,-0.0476666666666667,1374218,3,4
Xander Schauffele,192.0,58.725,305.6,66.66499999999999,29.14,57.38,70.3245,2069,1.0,8.0,0.29900000000000004,0.684,0.39699999999999996,0.123,-0.056499999999999995,8360212,2,5
Xinjun Zhang,81.0,65.33,298.7,67.04,29.67,58.2,71.486,195,0.0,1.0,-0.437,-0.7340000000000001,0.139,-0.254,-0.182,420377,1,3
Y.E. Yang,334.0,63.160000000000004,286.46,62.272000000000006,28.886000000000003,57.7,71.075,2244,0.0,6.0,0.1658,-0.1638,0.07720000000000002,-0.36019999999999996,-0.04599999999999998,4584510,5,2
Zac Blair,376.0,67.5575,275.15,64.765,28.802500000000002,63.6175,71.1065,1631,0.0,4.0,0.24000000000000002,0.019999999999999983,-0.21675,-0.18875,0.18599999999999997,3266994,4,4
Zach Johnson,803.0,68.65333333333334,282.14444444444445,66.4588888888889,28.727777777777778,60.88222222222222,70.10744444444444,10935,5.0,42.0,0.3622222222222222,0.8967777777777778,0.05277777777777778,0.3222222222222222,0.16522222222222221,27540362,9,4
Zack Miller,86.0,57.06,299.5,61.79,29.45,54.26,71.89,290,0.0,1.0,-0.483,-1.051,0.057,-0.612,-0.012,427341,1,1
Zecheng Dou,53.0,54.76,291.9,63.72,30.0,51.56,72.773,21,0.0,0.0,-0.667,-1.198,-0.079,-0.265,-0.187,90993,1,1
Ángel Cabrera,425.0,56.43285714285714,299.6857142857143,64.41857142857143,29.560000000000002,52.92714285714286,71.23957142857142,2966,1.0,7.0,-0.1005714285714286,-0.20385714285714288,0.28657142857142853,-0.04114285714285714,-0.348,6496706,7,3
